carrier_sold,future_pay_date, pre_tax_premium ,Term,state,1st_yr_value,Comm
MERCURY,12/8/2014,594,6,VA,170.881326,Var
MERCURY,12/8/2014,641,12,VA,110.5778417,Var
MERCURY,12/8/2014,1700,6,VA,489.0543,Var
MERCURY,12/8/2014,901,12,VA,155.4300083,Var
MERCURY,12/8/2014,1729,12,VA,298.2669083,Var
MERCURY,12/8/2014,1301,6,VA,374.270379,Var
MERCURY,12/8/2014,1938,12,VA,334.32115,Var
ESURANCE,12/8/2014,554,6,SC,475,Fixed
ESURANCE,12/8/2014,941,6,NJ,325,Fixed
ESURANCE,12/8/2014,1242,6,MN,225,Fixed
ESURANCE,12/8/2014,326,6,AR,325,Fixed
ESURANCE,12/8/2014,318,6,CA,325,Fixed
PROGRESSIVE,12/8/2014,446,6,NC,178.7805629,Var
PROGRESSIVE,12/8/2014,297.47,6,NC,53.128142,Var
PROGRESSIVE,12/8/2014,788,6,WI,315.8723846,Var
PROGRESSIVE,12/8/2014,820,6,OH,69.782,Var
PROGRESSIVE,12/8/2014,1265,6,MO,225.929,Var
PROGRESSIVE,12/8/2014,240,6,OK,77.2599768,Var
PROGRESSIVE,12/8/2014,187.5,6,MO,48.66975,Var
PROGRESSIVE,12/8/2014,590,6,UT,189.9307763,Var
PROGRESSIVE,12/8/2014,867,6,UT,154.8462,Var
PROGRESSIVE,12/8/2014,1130.5,6,PA,201.9073,Var
PROGRESSIVE,12/8/2014,966,6,PA,82.2066,Var
PROGRESSIVE,12/8/2014,236,6,OH,20.0836,Var
PROGRESSIVE,12/8/2014,534,6,OK,45.4434,Var
PROGRESSIVE,12/8/2014,1636,6,AR,424.659792,Var
PROGRESSIVE,12/8/2014,780,6,OH,139.308,Var
PROGRESSIVE,12/8/2014,940,6,OR,79.994,Var
PROGRESSIVE,12/8/2014,593.5,6,AZ,105.9991,Var
PROGRESSIVE,12/8/2014,1090,6,TN,92.759,Var
PROGRESSIVE,12/8/2014,960,6,CT,171.456,Var
PROGRESSIVE,12/8/2014,693,6,OR,179.883396,Var
PROGRESSIVE,12/8/2014,523,6,AL,135.756156,Var
PROGRESSIVE,12/8/2014,881,6,OK,228.682932,Var
PROGRESSIVE,12/8/2014,380,6,OH,32.338,Var
PROGRESSIVE,12/8/2014,1116,6,PA,447.3522605,Var
PROGRESSIVE,12/8/2014,2924,6,SC,522.2264,Var
PROGRESSIVE,12/8/2014,386,6,SC,124.259796,Var
PROGRESSIVE,12/8/2014,411,6,MN,73.4046,Var
PROGRESSIVE,12/8/2014,1086,6,SC,193.9596,Var
PROGRESSIVE,12/8/2014,237,6,SC,61.518564,Var
PROGRESSIVE,12/8/2014,467,6,PA,83.4062,Var
PROGRESSIVE,12/8/2014,473,6,AZ,189.6036014,Var
PROGRESSIVE,12/8/2014,948,6,OH,80.6748,Var
PROGRESSIVE,12/8/2014,381,6,OH,122.6502132,Var
PROGRESSIVE,12/8/2014,733,6,SC,130.9138,Var
PROGRESSIVE,12/8/2014,839,6,NM,217.780908,Var
PROGRESSIVE,12/8/2014,434,6,MO,112.654248,Var
PROGRESSIVE,12/8/2014,366,6,WA,31.1466,Var
PROGRESSIVE,12/8/2014,949,6,OH,169.4914,Var
PROGRESSIVE,12/8/2014,453,6,SC,181.5865358,Var
PROGRESSIVE,12/8/2014,1775,6,WA,151.0525,Var
PROGRESSIVE,12/8/2014,2356,6,PA,944.4103277,Var
PROGRESSIVE,12/8/2014,426,6,PA,110.577672,Var
PROGRESSIVE,12/8/2014,842,6,WA,71.6542,Var
PROGRESSIVE,12/8/2014,861,6,WA,277.1701668,Var
TRAVELERS,12/8/2014,2405,12,NJ,524.69885,Var
TRAVELERS,12/8/2014,798,12,TX,174.09966,Var
TRAVELERS,12/8/2014,1060,12,TX,231.2602,Var
TRAVELERS,12/8/2014,973,12,OH,212.27941,Var
TRAVELERS,12/8/2014,1904,12,NJ,415.39568,Var
TRAVELERS,12/8/2014,956,12,OH,246.0001151,Var
TRAVELERS,12/8/2014,1704,12,TX,371.76168,Var
TRAVELERS,12/8/2014,903,12,AZ,197.00751,Var
TRAVELERS,12/8/2014,2209,12,OK,481.93753,Var
TRAVELERS,12/8/2014,1155,12,OH,251.98635,Var
TRAVELERS,12/8/2014,1953,12,CT,426.08601,Var
TRAVELERS,12/8/2014,349,12,CT,36.6394741,Var
TRAVELERS,12/8/2014,1785.06,12,NC,389.4465402,Var
TRAVELERS,12/8/2014,1102,12,PA,240.42334,Var
TRAVELERS,12/8/2014,2415,12,TX,526.88055,Var
TRAVELERS,12/8/2014,1162,12,MN,253.51354,Var
TRAVELERS,12/8/2014,2052,12,NJ,447.68484,Var
TRAVELERS,12/8/2014,2368,12,CO,516.62656,Var
METLIFE,12/8/2014,731,12,OH,190.626525,Var
FOREMOST,12/8/2014,724,6,GA,83.8322496,Var
FOREMOST,12/8/2014,1231,6,NY,142.5379824,Var
FOREMOST,12/8/2014,367,6,GA,42.4950768,Var
FOREMOST,12/8/2014,933,6,CT,108.0324432,Var
FOREMOST,12/8/2014,473,6,NY,54.7688592,Var
FOREMOST,12/8/2014,1185,6,NY,137.211624,Var
FOREMOST,12/8/2014,1348,6,NY,156.0854592,Var
FOREMOST,12/8/2014,1329,6,GA,153.8854416,Var
PLYMOUTH ROCK,12/8/2014,1119,6,NJ,493.07616,Var
PLYMOUTH ROCK,12/8/2014,551,6,NJ,242.79264,Var
PLYMOUTH ROCK,12/8/2014,468,6,NJ,206.21952,Var
PLYMOUTH ROCK,12/8/2014,496,6,NJ,218.55744,Var
PLYMOUTH ROCK,12/8/2014,1447,6,NJ,637.60608,Var
PLYMOUTH ROCK,12/8/2014,390,6,NJ,171.8496,Var
PLYMOUTH ROCK,12/8/2014,1348,6,NJ,593.98272,Var
PLYMOUTH ROCK,12/8/2014,2405,6,NJ,1059.7392,Var
PLYMOUTH ROCK,12/8/2014,901,6,NJ,397.01664,Var
PLYMOUTH ROCK,12/8/2014,1272,6,NJ,560.49408,Var
PLYMOUTH ROCK,12/8/2014,957,6,NJ,421.69248,Var
PLYMOUTH ROCK,12/8/2014,1500,6,NJ,660.96,Var
PLYMOUTH ROCK,12/8/2014,744,6,NJ,327.83616,Var
THE GENERAL,12/8/2014,353,12,IN,28.92482,Var
THE GENERAL,12/8/2014,2066,12,OH,169.28804,Var
THE GENERAL,12/8/2014,599,12,OH,49.08206,Var
THE GENERAL,12/8/2014,953,12,OH,78.08882,Var
THE GENERAL,12/8/2014,987,12,OH,80.87478,Var
SAFECO,12/8/2014,600,12,NY,177.8090496,Var
SAFECO,12/8/2014,206,12,CO,61.04777369,Var
SAFECO,12/8/2014,1212,12,TX,359.1742802,Var
SAFECO,12/8/2014,118,12,CO,34.96911308,Var
SAFECO,12/8/2014,835,12,VA,247.4509273,Var
THE GENERAL,12/8/2014,1405,12,TN,115.1257,Var
THE GENERAL,12/8/2014,1690,12,SC,138.4786,Var
THE GENERAL,12/8/2014,1680,12,SC,137.6592,Var
ASI,12/8/2014,748,12,SC,95.07462448,Var
THE GENERAL,12/8/2014,980,6,TX,101.9541824,Var
THE GENERAL,12/8/2014,1369,12,TX,112.17586,Var
THE GENERAL,12/8/2014,941,12,TX,77.10554,Var
MERCURY,12/8/2014,744,6,TX,214.033176,Var
MERCURY,12/8/2014,1136,6,TX,326.803344,Var
MERCURY,12/8/2014,916,6,TX,263.513964,Var
MERCURY,12/8/2014,388,6,TX,111.619452,Var
MERCURY,12/8/2014,220,6,TX,63.28938,Var
MERCURY,12/8/2014,438,6,TX,126.003402,Var
MERCURY,12/8/2014,327,6,TX,94.071033,Var
MERCURY,12/8/2014,655,6,TX,188.429745,Var
MERCURY,12/8/2014,265,6,TX,76.234935,Var
MERCURY,12/8/2014,698,6,TX,200.799942,Var
MERCURY,12/8/2014,299,6,TX,86.016021,Var
MERCURY,12/8/2014,896,6,TX,257.760384,Var
MERCURY,12/8/2014,421,6,TX,121.112859,Var
MERCURY,12/8/2014,712,6,TX,204.827448,Var
MERCURY,12/8/2014,670,6,TX,192.74493,Var
MERCURY,12/8/2014,409,6,TX,117.660711,Var
MERCURY,12/8/2014,1696,6,TX,487.903584,Var
MERCURY,12/8/2014,210,6,TX,60.41259,Var
MERCURY,12/8/2014,1365,6,TX,392.681835,Var
THE GENERAL,12/8/2014,2317,12,VA,189.85498,Var
SAFECO,12/8/2014,1272.2,12,PA,311.453643,Var
SAFECO,12/8/2014,1194,12,GA,71.8788,Var
SAFECO,12/8/2014,1149,12,IN,317.942088,Var
SAFECO,12/8/2014,1085.31,12,WV,300.3183007,Var
SAFECO,12/8/2014,1041,12,WV,254.852415,Var
SAFECO,12/8/2014,771,12,SC,213.344952,Var
SAFECO,12/8/2014,827.3,12,TN,228.9238376,Var
SAFECO,12/8/2014,3071,12,WV,849.782552,Var
SAFECO,12/8/2014,992.5,12,PA,242.9788875,Var
SAFECO,12/8/2014,1907.1,12,CT,469.165671,Var
SAFECO,12/8/2014,931.4,12,VA,257.7295568,Var
SAFECO,12/8/2014,885.4,12,CO,245.0008048,Var
SAFECO,12/8/2014,1326.2,12,AZ,324.673653,Var
SAFECO,12/8/2014,2428.8,12,MO,672.0781056,Var
SAFECO,12/8/2014,1604.3,12,CT,394.673843,Var
SAFECO,12/8/2014,1263.8,12,OH,349.7086256,Var
SAFECO,12/8/2014,1406.46,12,WV,389.1843595,Var
SAFECO,12/8/2014,2301.3,12,GA,496.1027475,Var
SAFECO,12/8/2014,1634,12,CO,452.147408,Var
SAFECO,12/8/2014,1114.3,12,OR,308.3401816,Var
SAFECO,12/8/2014,1352.5,12,MS,374.25298,Var
SAFECO,12/8/2014,1048.8,12,PA,256.761972,Var
SAFECO,12/8/2014,2149.6,12,VA,112.10164,Var
SAFECO,12/8/2014,1412,12,MS,390.717344,Var
SAFECO,12/8/2014,1201.1,12,PA,332.3587832,Var
SAFECO,12/8/2014,959.7,12,CO,265.5605064,Var
SAFECO,12/8/2014,1024.1,6,SC,255.6571433,Var
SAFECO,12/8/2014,1566,12,CT,385.25166,Var
SAFECO,12/8/2014,908.3,12,SC,251.3375096,Var
SAFECO,12/8/2014,1791.28,12,NY,495.6686714,Var
SAFECO,12/8/2014,1724,12,TN,103.7848,Var
SAFECO,12/8/2014,1415,12,WV,85.183,Var
SAFECO,12/8/2014,1067.5,12,PA,295.39006,Var
SAFECO,12/8/2014,1801.3,12,CT,443.137813,Var
SAFECO,12/8/2014,1222,12,WV,338.142064,Var
SAFECO,12/8/2014,2354,12,WV,651.380048,Var
SAFECO,12/8/2014,1251,12,AL,346.166712,Var
SAFECO,12/8/2014,1002.05,12,KY,277.2792596,Var
SAFECO,12/8/2014,319.1,6,TN,120.6612919,Var
SAFECO,12/8/2014,2103.2,12,AR,514.894908,Var
SAFECO,12/8/2014,858,12,VA,237.418896,Var
SAFECO,12/8/2014,1949.2,12,MS,477.193398,Var
SAFECO,12/8/2014,521,12,CO,127.548615,Var
SAFECO,12/8/2014,698.5,12,VA,193.283332,Var
SAFECO,12/8/2014,2395.2,12,GA,516.34524,Var
SAFECO,12/8/2014,864.5,12,IN,239.217524,Var
SAFECO,12/8/2014,619.63,6,NY,234.3007092,Var
SAFECO,12/8/2014,1609,12,TX,445.229608,Var
SAFECO,12/8/2014,1315.2,12,TX,321.980688,Var
SAFECO,12/8/2014,1968,12,TX,481.79592,Var
SAFECO,12/8/2014,1647.6,12,TX,403.357194,Var
SAFECO,12/8/2014,1085.5,12,TX,300.370876,Var
SAFECO,12/8/2014,1066.9,12,TX,295.2240328,Var
SAFECO,12/8/2014,2520.4,12,TX,697.4249248,Var
SAFECO,12/8/2014,2186,12,TX,604.892432,Var
SAFECO,12/8/2014,1826,12,TX,505.276112,Var
SAFECO,12/8/2014,1032.6,12,TX,285.7328112,Var
SAFECO,12/8/2014,430.7,12,TX,119.1798584,Var
SAFECO,12/8/2014,1362.2,12,TX,376.9370864,Var
SAFECO,12/8/2014,524,12,TX,144.997088,Var
SAFECO,12/8/2014,1523,12,TX,372.853245,Var
SAFECO,12/8/2014,1982.7,12,TX,548.6368824,Var
SAFECO,12/8/2014,1413.8,12,TX,391.2154256,Var
SAFECO,12/8/2014,1638.6,12,TX,453.4202832,Var
SAFECO,12/8/2014,2568,12,TX,710.596416,Var
HARTFORD,12/9/2014,2204,12,TX,567.8128467,Var
HARTFORD,12/9/2014,562,12,GA,144.7871233,Var
HARTFORD,12/9/2014,437,6,SC,124.4426459,Var
HARTFORD,12/9/2014,586.5,6,MN,167.01513,Var
HARTFORD,12/9/2014,1246,12,SC,321.0049033,Var
HARTFORD,12/9/2014,2711,12,AL,698.4304117,Var
HARTFORD,12/9/2014,508,12,WA,130.8751933,Var
HARTFORD,12/9/2014,531,6,OH,151.2106292,Var
HARTFORD,12/9/2014,840,12,WV,216.4078,Var
HARTFORD,12/9/2014,1060,12,FL,273.0860333,Var
HARTFORD,12/9/2014,899,12,PA,231.6078717,Var
HARTFORD,12/9/2014,951,12,SC,245.004545,Var
HARTFORD,12/9/2014,382,6,UT,108.780528,Var
MERCURY,12/9/2014,1630,6,FL,468.91677,Var
MERCURY,12/9/2014,988.69,12,FL,170.5572641,Var
21ST,12/9/2014,663,6,OR,220,Fixed
21ST,12/9/2014,911.36,6,OR,220,Fixed
21ST,12/9/2014,305.59,6,UT,220,Fixed
21ST,12/9/2014,683.28,6,UT,220,Fixed
21ST,12/9/2014,336.9,6,UT,220,Fixed
21ST,12/9/2014,495,6,TX,220,Fixed
21ST,12/9/2014,191.79,6,GA,220,Fixed
21ST,12/9/2014,847.71,6,TX,220,Fixed
21ST,12/9/2014,549.2,6,OH,220,Fixed
21ST,12/9/2014,391.38,6,TX,220,Fixed
21ST,12/9/2014,673,6,GA,220,Fixed
21ST,12/9/2014,464,6,VA,220,Fixed
21ST,12/9/2014,595,6,CT,220,Fixed
21ST,12/9/2014,192,6,GA,220,Fixed
21ST,12/9/2014,448.69,6,TX,220,Fixed
21ST,12/9/2014,729,6,CO,220,Fixed
21ST,12/9/2014,949,6,TX,220,Fixed
21ST,12/9/2014,1333.07,6,GA,220,Fixed
21ST,12/9/2014,880.14,6,TX,220,Fixed
21ST,12/9/2014,367.87,6,GA,220,Fixed
21ST,12/9/2014,460.45,6,OH,220,Fixed
21ST,12/9/2014,1272.99,6,OH,220,Fixed
21ST,12/9/2014,571.58,6,TX,220,Fixed
21ST,12/9/2014,661,6,MO,220,Fixed
21ST,12/9/2014,2636.04,6,GA,220,Fixed
21ST,12/9/2014,354.99,6,OH,220,Fixed
21ST,12/9/2014,867.94,6,GA,220,Fixed
21ST,12/9/2014,395.35,6,MN,220,Fixed
21ST,12/9/2014,684,6,WA,220,Fixed
21ST,12/9/2014,336,6,VA,220,Fixed
21ST,12/9/2014,808.34,6,GA,220,Fixed
21ST,12/9/2014,363.9,6,GA,220,Fixed
21ST,12/9/2014,270.27,6,TX,220,Fixed
21ST,12/9/2014,788.78,6,GA,220,Fixed
21ST,12/9/2014,429,6,PA,220,Fixed
21ST,12/9/2014,888.57,6,TX,220,Fixed
21ST,12/9/2014,606.5,6,VA,220,Fixed
21ST,12/9/2014,512,6,CA,220,Fixed
MERCURY,12/9/2014,727,12,NY,125.4135583,Var
DAIRYLAND,12/9/2014,672,6,OH,56.48237952,Var
MERCURY,12/9/2014,913,12,VA,157.5001083,Var
MERCURY,12/9/2014,2338,12,VA,403.3244833,Var
MERCURY,12/9/2014,947,12,VA,163.3653917,Var
MERCURY,12/9/2014,950,12,VA,163.8829167,Var
MERCURY,12/9/2014,1073,12,VA,185.1014417,Var
MERCURY,12/9/2014,1876,12,VA,323.6256333,Var
DAIRYLAND,12/9/2014,228.24,6,WI,19.18383676,Var
ESURANCE,12/9/2014,986,6,MN,325,Fixed
ESURANCE,12/9/2014,627,6,AZ,325,Fixed
PROGRESSIVE,12/9/2014,717,6,NY,186.113124,Var
PROGRESSIVE,12/9/2014,699.58,6,NC,124.944988,Var
PROGRESSIVE,12/9/2014,725,6,AR,233.3895133,Var
PROGRESSIVE,12/9/2014,405,6,PA,34.4655,Var
PROGRESSIVE,12/9/2014,657,6,PA,117.3402,Var
PROGRESSIVE,12/9/2014,483,6,WI,86.2638,Var
PROGRESSIVE,12/9/2014,588,6,OH,189.2869432,Var
PROGRESSIVE,12/9/2014,293,6,OK,52.3298,Var
PROGRESSIVE,12/9/2014,265,6,MO,85.30789105,Var
PROGRESSIVE,12/9/2014,719,6,FL,128.4134,Var
PROGRESSIVE,12/9/2014,266,6,MS,47.5076,Var
PROGRESSIVE,12/9/2014,795,6,MN,141.987,Var
PROGRESSIVE,12/9/2014,300,6,IN,120.255984,Var
PROGRESSIVE,12/9/2014,1382,6,AR,553.979233,Var
PROGRESSIVE,12/9/2014,639,6,OR,114.1254,Var
PROGRESSIVE,12/9/2014,273,6,PA,48.7578,Var
PROGRESSIVE,12/9/2014,430,6,OK,76.798,Var
PROGRESSIVE,12/9/2014,640,6,PA,114.304,Var
PROGRESSIVE,12/9/2014,425.33,6,WV,170.4949256,Var
PROGRESSIVE,12/9/2014,377,6,OH,32.0827,Var
PROGRESSIVE,12/9/2014,214,6,PA,55.548408,Var
PROGRESSIVE,12/9/2014,909,6,FL,77.3559,Var
PROGRESSIVE,12/9/2014,710,6,OR,126.806,Var
PROGRESSIVE,12/9/2014,333,6,PA,86.437476,Var
PROGRESSIVE,12/9/2014,459.5,6,MN,119.273334,Var
PROGRESSIVE,12/9/2014,939,6,AR,376.4012299,Var
PROGRESSIVE,12/9/2014,558,6,AL,99.6588,Var
PROGRESSIVE,12/9/2014,278,6,OH,49.6508,Var
PROGRESSIVE,12/9/2014,252,6,PA,81.12297564,Var
PROGRESSIVE,12/9/2014,657,6,OH,117.3402,Var
PROGRESSIVE,12/9/2014,1308,6,NJ,111.3108,Var
PROGRESSIVE,12/9/2014,568,6,NM,101.4448,Var
PROGRESSIVE,12/9/2014,1966,6,WI,632.8879766,Var
TRAVELERS,12/9/2014,859,12,VA,187.40803,Var
TRAVELERS,12/9/2014,479,6,OH,168.1611486,Var
TRAVELERS,12/9/2014,957,12,CT,208.78869,Var
TRAVELERS,12/9/2014,780,12,VA,170.1726,Var
TRAVELERS,12/9/2014,1991,12,MN,434.37647,Var
TRAVELERS,12/9/2014,1308,12,TX,285.36636,Var
TRAVELERS,12/9/2014,1346,12,OK,293.65682,Var
TRAVELERS,12/9/2014,1299,12,MN,283.40283,Var
TRAVELERS,12/9/2014,1034,12,OH,225.58778,Var
TRAVELERS,12/9/2014,1156,12,NJ,252.20452,Var
TRAVELERS,12/9/2014,908,12,OH,198.09836,Var
TRAVELERS,12/9/2014,720,12,OH,185.2720532,Var
TRAVELERS,12/9/2014,549,12,OH,119.77533,Var
TRAVELERS,12/9/2014,1253,12,CT,273.36701,Var
TRAVELERS,12/9/2014,886,12,TN,193.29862,Var
TRAVELERS,12/9/2014,2164,12,MO,472.11988,Var
TRAVELERS,12/9/2014,1937,12,MN,422.59529,Var
TRAVELERS,12/9/2014,774,12,MO,199.1674572,Var
TRAVELERS,12/9/2014,2011,12,TX,438.73987,Var
TRAVELERS,12/9/2014,2360,12,OR,514.8812,Var
TRAVELERS,12/9/2014,834,12,SC,181.95378,Var
TRAVELERS,12/9/2014,1334,12,CT,291.03878,Var
TRAVELERS,12/9/2014,966,12,OH,210.75222,Var
TRAVELERS,12/9/2014,2887,12,MO,629.85679,Var
FOREMOST,12/9/2014,423,6,GA,48.9793392,Var
FOREMOST,12/9/2014,1813,6,CT,209.9279952,Var
FOREMOST,12/9/2014,1274,6,NY,147.5169696,Var
FOREMOST,12/9/2014,989,6,GA,114.5167056,Var
FOREMOST,12/9/2014,668,6,GA,77.3479872,Var
FOREMOST,12/9/2014,975,6,NY,112.89564,Var
FOREMOST,12/9/2014,1053,6,GA,121.9272912,Var
FOREMOST,12/9/2014,1778,6,GA,205.8753312,Var
FOREMOST,12/9/2014,1895,6,CT,219.422808,Var
FOREMOST,12/9/2014,1673,6,NY,193.7173392,Var
FOREMOST,12/9/2014,2722,6,NY,315.1814688,Var
FOREMOST,12/9/2014,232,6,GA,26.8633728,Var
FOREMOST,12/9/2014,898,6,GA,103.9797792,Var
FOREMOST,12/9/2014,621,6,NY,71.9058384,Var
FOREMOST,12/9/2014,1112,6,NY,128.7589248,Var
PLYMOUTH ROCK,12/9/2014,1160,6,NJ,511.1424,Var
PLYMOUTH ROCK,12/9/2014,736,6,NJ,324.31104,Var
PLYMOUTH ROCK,12/9/2014,316,6,NJ,139.24224,Var
PLYMOUTH ROCK,12/9/2014,525,6,NJ,231.336,Var
PLYMOUTH ROCK,12/9/2014,536,6,NJ,236.18304,Var
PLYMOUTH ROCK,12/9/2014,671,6,NJ,295.66944,Var
PLYMOUTH ROCK,12/9/2014,517,6,NJ,227.81088,Var
THE GENERAL,12/9/2014,438,6,IN,45.56727744,Var
THE GENERAL,12/9/2014,732,12,OH,59.98008,Var
THE GENERAL,12/9/2014,859,12,OH,70.38646,Var
THE GENERAL,12/9/2014,1759,12,OH,144.13246,Var
THE GENERAL,12/9/2014,1638,12,OH,134.21772,Var
SAFECO,12/9/2014,915,12,CT,204.7009844,Var
SAFECO,12/9/2014,982,12,TN,291.0141445,Var
SAFECO,12/9/2014,723,12,PA,214.2599047,Var
SAFECO,12/9/2014,390,12,PA,115.5758822,Var
SAFECO,12/9/2014,754,12,MS,223.4467056,Var
SAFECO,12/9/2014,1198,12,AR,355.0254023,Var
SAFECO,12/9/2014,181.86,12,WV,53.89392293,Var
THE GENERAL,12/9/2014,935,12,TN,76.6139,Var
THE GENERAL,12/9/2014,3871,12,PA,317.18974,Var
THE GENERAL,12/9/2014,2456,12,SC,201.24464,Var
THE GENERAL,12/9/2014,993,12,TX,81.36642,Var
MERCURY,12/9/2014,819,6,TX,235.609101,Var
MERCURY,12/9/2014,849,6,TX,244.239471,Var
MERCURY,12/9/2014,491,12,TX,84.70159167,Var
MERCURY,12/9/2014,256,6,TX,73.645824,Var
MERCURY,12/9/2014,410,6,TX,117.94839,Var
MERCURY,12/9/2014,236,6,TX,67.892244,Var
MERCURY,12/9/2014,1010,6,TX,290.55579,Var
MERCURY,12/9/2014,425,6,TX,122.263575,Var
MERCURY,12/9/2014,537,6,TX,154.483623,Var
MERCURY,12/9/2014,273,6,TX,78.536367,Var
MERCURY,12/9/2014,328,6,TX,94.358712,Var
MERCURY,12/9/2014,291,6,TX,83.714589,Var
MERCURY,12/9/2014,1753,6,TX,504.301287,Var
MERCURY,12/9/2014,309,6,TX,88.892811,Var
MERCURY,12/9/2014,1057,6,TX,304.076703,Var
MERCURY,12/9/2014,849,6,TX,244.239471,Var
MERCURY,12/9/2014,816,6,TX,234.746064,Var
MERCURY,12/9/2014,345,6,TX,99.249255,Var
MERCURY,12/9/2014,521,6,TX,149.880759,Var
MERCURY,12/9/2014,336,6,TX,96.660144,Var
SAFECO,12/9/2014,661.8,12,IN,34.51287,Var
SAFECO,12/9/2014,911.4,12,GA,196.475055,Var
SAFECO,12/9/2014,764.7,12,OH,187.2100305,Var
SAFECO,12/9/2014,977,12,IN,270.347624,Var
SAFECO,12/9/2014,2243.5,12,CT,551.923435,Var
SAFECO,12/9/2014,921,12,WI,254.851752,Var
SAFECO,12/9/2014,1112.4,12,MS,307.8144288,Var
SAFECO,12/9/2014,1686.1,12,SC,466.5641032,Var
SAFECO,12/9/2014,717,12,MO,198.402504,Var
SAFECO,12/9/2014,1325.2,12,OH,366.6987424,Var
SAFECO,12/9/2014,1680,12,CT,413.2968,Var
SAFECO,12/9/2014,677,12,TN,165.739755,Var
SAFECO,12/9/2014,2614.3,12,VA,723.4081816,Var
SAFECO,12/9/2014,1583.1,12,GA,389.458431,Var
SAFECO,12/9/2014,1588.2,12,PA,439.4739984,Var
SAFECO,12/9/2014,2412.1,12,NM,667.4570152,Var
SAFECO,12/9/2014,511.3,12,TN,141.4828456,Var
SAFECO,12/9/2014,1833.2,12,AL,507.2684384,Var
SAFECO,12/9/2014,979.8,12,MS,271.1224176,Var
SAFECO,12/9/2014,337.9,12,OH,93.5009848,Var
SAFECO,12/9/2014,2837.7,12,MS,785.2256424,Var
SAFECO,12/9/2014,1315.4,12,PA,322.029651,Var
SAFECO,12/9/2014,1858,12,WA,514.130896,Var
SAFECO,12/9/2014,1560.9,12,PA,431.9197608,Var
SAFECO,12/9/2014,1863.1,12,PA,456.1148265,Var
SAFECO,12/9/2014,1154,12,NY,319.325648,Var
SAFECO,12/9/2014,787.8,12,AZ,217.9937136,Var
SAFECO,12/9/2014,1105.9,12,OH,306.0158008,Var
SAFECO,12/9/2014,1336,12,OH,369.687232,Var
SAFECO,12/9/2014,1615.92,12,NY,447.144455,Var
SAFECO,12/9/2014,1235,12,VA,341.73932,Var
SAFECO,12/9/2014,1891.6,12,WA,463.092054,Var
SAFECO,12/9/2014,624.8,6,AL,236.2556415,Var
SAFECO,12/9/2014,724.6,12,MS,43.62092,Var
SAFECO,12/9/2014,1569.4,12,WI,434.2718128,Var
SAFECO,12/9/2014,1720.8,12,WA,421.277652,Var
SAFECO,12/9/2014,978.1,12,GA,210.8539075,Var
SAFECO,12/9/2014,1055.2,12,OK,291.9865024,Var
SAFECO,12/9/2014,1738,12,AR,480.925456,Var
SAFECO,12/9/2014,1107.1,12,AR,306.3478552,Var
SAFECO,12/9/2014,1460.9,12,AL,404.2485608,Var
SAFECO,12/9/2014,524,12,OK,144.997088,Var
SAFECO,12/9/2014,992,12,CT,244.04192,Var
SAFECO,12/9/2014,1321,6,OH,499.509767,Var
SAFECO,12/9/2014,1316.5,12,CT,323.872165,Var
SAFECO,12/9/2014,1089.73,12,WV,266.78225,Var
SAFECO,12/9/2014,777.3,12,OH,215.0882376,Var
SAFECO,12/9/2014,1449.32,12,NY,401.0442358,Var
SAFECO,12/9/2014,1296.7,12,TX,358.8124504,Var
SAFECO,12/9/2014,957.8,12,TX,265.0347536,Var
SAFECO,12/9/2014,1689,12,TX,467.366568,Var
SAFECO,12/9/2014,1863.2,12,TX,515.5697984,Var
SAFECO,12/9/2014,1675,12,TX,87.35125,Var
SAFECO,12/9/2014,1528.6,12,TX,422.9819632,Var
SAFECO,12/9/2014,4333,12,TX,1198.993096,Var
SAFECO,12/9/2014,1176.1,12,TX,325.4409832,Var
SAFECO,12/9/2014,2331,12,TX,645.015672,Var
SAFECO,12/9/2014,1569.9,6,TX,391.9110919,Var
SAFECO,12/9/2014,1907,12,TX,466.862205,Var
SAFECO,12/9/2014,1376,12,TX,336.86544,Var
SAFECO,12/9/2014,866.5,12,TX,239.770948,Var
HARTFORD,12/10/2014,488,6,NM,138.9657006,Var
HARTFORD,12/10/2014,1055,6,TX,300.4278979,Var
HARTFORD,12/10/2014,1133,12,SC,291.8929017,Var
HARTFORD,12/10/2014,460,12,WA,118.5090333,Var
HARTFORD,12/10/2014,1013,12,OH,260.9775017,Var
HARTFORD,12/10/2014,1017.45,12,WV,262.1239478,Var
HARTFORD,12/10/2014,414,12,SC,106.65813,Var
HARTFORD,12/10/2014,981,12,VA,252.733395,Var
HARTFORD,12/10/2014,1301,6,OH,370.4802798,Var
HARTFORD,12/10/2014,2307,12,SC,594.348565,Var
HARTFORD,12/10/2014,1092,12,PA,281.33014,Var
HARTFORD,12/10/2014,929,12,SC,239.3367217,Var
HARTFORD,12/10/2014,752,12,PA,193.7365067,Var
HARTFORD,12/10/2014,7434,6,AL,1419.245755,Var
HARTFORD,12/10/2014,1009,12,PA,259.9469883,Var
HARTFORD,12/10/2014,770,6,OK,219.2696506,Var
HARTFORD,12/10/2014,591,6,SC,168.296576,Var
HARTFORD,12/10/2014,1772,12,PA,456.5174067,Var
HARTFORD,12/10/2014,217.5,12,PA,56.0341625,Var
HARTFORD,12/10/2014,975,12,WA,251.187625,Var
