carrier_sold,future_pay_date, pre_tax_premium ,Term,state,1st_yr_value,Comm
FOREMOST,10/2/2014,1625,6,CT,166.023,Var
FOREMOST,10/2/2014,594,6,NY,60.687792,Var
FOREMOST,10/2/2014,1047,6,CT,106.969896,Var
FOREMOST,10/2/2014,270,6,NY,27.58536,Var
FOREMOST,10/2/2014,454,6,GA,46.384272,Var
FOREMOST,10/2/2014,747,6,NY,76.319496,Var
FOREMOST,10/2/2014,766,6,NY,78.260688,Var
FOREMOST,10/2/2014,747,6,NY,76.319496,Var
FOREMOST,10/2/2014,1272,6,NY,129.957696,Var
FOREMOST,10/2/2014,762,6,GA,77.852016,Var
FOREMOST,10/2/2014,738,6,NY,75.399984,Var
FOREMOST,10/2/2014,1679,6,CT,171.540072,Var
FOREMOST,10/2/2014,654,6,GA,66.817872,Var
PLYMOUTH ROCK,10/2/2014,709,6,NJ,312.41376,Var
PLYMOUTH ROCK,10/2/2014,546,6,NJ,240.58944,Var
PLYMOUTH ROCK,10/2/2014,1118,6,NJ,492.63552,Var
PLYMOUTH ROCK,10/2/2014,647,6,NJ,285.09408,Var
PLYMOUTH ROCK,10/2/2014,883,6,NJ,389.08512,Var
PLYMOUTH ROCK,10/2/2014,1326,6,NJ,584.28864,Var
PLYMOUTH ROCK,10/2/2014,991,6,NJ,436.67424,Var
PLYMOUTH ROCK,10/2/2014,2157,6,NJ,950.46048,Var
PLYMOUTH ROCK,10/2/2014,1005,6,NJ,442.8432,Var
PLYMOUTH ROCK,10/2/2014,530,6,NJ,233.5392,Var
PLYMOUTH ROCK,10/2/2014,671,6,NJ,295.66944,Var
PLYMOUTH ROCK,10/2/2014,1044,6,NJ,460.02816,Var
PLYMOUTH ROCK,10/2/2014,598,6,NJ,263.50272,Var
PLYMOUTH ROCK,10/2/2014,675,6,NJ,297.432,Var
PLYMOUTH ROCK,10/2/2014,787,6,NJ,346.78368,Var
THE GENERAL,10/2/2014,505,12,OH,41.3797,Var
SAFECO,10/2/2014,666,12,OH,197.368045,Var
SAFECO,10/2/2014,970,12,OH,287.4579635,Var
SAFECO,10/2/2014,225,12,AL,32.71246343,Var
SAFECO,10/2/2014,152,12,NY,22.0990864,Var
SAFECO,10/2/2014,1684,12,TX,499.0507325,Var
THE GENERAL,10/2/2014,1200,12,SC,98.328,Var
THE GENERAL,10/2/2014,882,12,TX,72.27108,Var
THE GENERAL,10/2/2014,872,12,TX,71.45168,Var
MERCURY,10/2/2014,519,6,TX,142.753545,Var
MERCURY,10/2/2014,482,6,TX,132.57651,Var
MERCURY,10/2/2014,478,6,TX,131.47629,Var
MERCURY,10/2/2014,376,6,TX,103.42068,Var
MERCURY,10/2/2014,765,6,TX,210.417075,Var
MERCURY,10/2/2014,283,6,TX,77.840565,Var
MERCURY,10/2/2014,524,6,TX,144.12882,Var
MERCURY,10/2/2014,367,6,TX,100.945185,Var
MERCURY,10/2/2014,701,6,TX,192.813555,Var
MERCURY,10/2/2014,535,6,TX,147.154425,Var
MERCURY,10/2/2014,737,6,TX,202.715535,Var
MERCURY,10/2/2014,977,6,TX,268.728735,Var
MERCURY,10/2/2014,1088,6,TX,299.25984,Var
MERCURY,10/2/2014,663,6,TX,182.361465,Var
MERCURY,10/2/2014,286,6,TX,78.66573,Var
MERCURY,10/2/2014,641,6,TX,176.310255,Var
MERCURY,10/2/2014,352,6,TX,96.81936,Var
MERCURY,10/2/2014,881,6,TX,242.323455,Var
MERCURY,10/2/2014,1143,6,TX,314.387865,Var
MERCURY,10/2/2014,1100,6,TX,302.5605,Var
MERCURY,10/2/2014,690,6,TX,189.78795,Var
SAFECO,10/2/2014,1146,12,OH,280.55799,Var
SAFECO,10/2/2014,712.8,12,MO,197.2403136,Var
SAFECO,10/2/2014,1373.7,12,VA,380.1192744,Var
SAFECO,10/2/2014,1805.4,12,OH,441.989001,Var
SAFECO,10/2/2014,1545.3,12,OK,427.6030536,Var
SAFECO,10/2/2014,799.6,6,SC,67.26071282,Var
SAFECO,10/2/2014,280.5,12,OK,14.628075,Var
SAFECO,10/2/2014,651.7,12,VA,180.3332104,Var
SAFECO,10/2/2014,875.7,12,AL,214.3844955,Var
SAFECO,10/2/2014,1842.4,12,VA,509.8141888,Var
SAFECO,10/2/2014,1854.1,12,OK,513.0517192,Var
SAFECO,10/2/2014,601.9,12,OH,147.3541485,Var
SAFECO,10/2/2014,2619.7,12,VA,724.9024264,Var
SAFECO,10/2/2014,672.8,12,PA,186.1718336,Var
SAFECO,10/2/2014,1035.4,12,AR,286.5076048,Var
SAFECO,10/2/2014,793.6,12,CO,194.285184,Var
SAFECO,10/2/2014,580,12,MS,141.9927,Var
SAFECO,10/2/2014,944.1,12,OH,261.2437992,Var
SAFECO,10/2/2014,1414.7,12,GA,304.9739525,Var
SAFECO,10/2/2014,785,12,GA,169.226375,Var
SAFECO,10/2/2014,937.01,6,NY,78.81936033,Var
SAFECO,10/2/2014,1026.2,12,CO,283.9618544,Var
SAFECO,10/2/2014,853.22,12,NY,236.0962126,Var
SAFECO,10/2/2014,1108.6,12,AR,271.401909,Var
SAFECO,10/2/2014,835,12,MS,231.05452,Var
SAFECO,10/2/2014,834.5,12,SC,230.916164,Var
SAFECO,10/2/2014,2877.3,12,WI,796.1834376,Var
SAFECO,10/2/2014,1463,12,CT,359.91263,Var
SAFECO,10/2/2014,679.1,12,OH,187.9151192,Var
SAFECO,10/2/2014,3829.2,12,OH,937.445598,Var
SAFECO,10/2/2014,1781.8,12,AL,436.211367,Var
SAFECO,10/2/2014,1273.3,12,MO,311.7229395,Var
SAFECO,10/2/2014,1383.1,12,MS,382.7203672,Var
SAFECO,10/2/2014,2184.2,12,OH,534.724923,Var
SAFECO,10/2/2014,4473.6,12,WA,1237.898803,Var
SAFECO,10/2/2014,671,12,CT,144.650825,Var
SAFECO,10/2/2014,1504.8,12,TN,368.397612,Var
SAFECO,10/2/2014,1143.9,12,CO,316.5308568,Var
SAFECO,10/2/2014,945.8,12,AL,261.7142096,Var
SAFECO,10/2/2014,971.9,12,CT,239.097119,Var
SAFECO,10/2/2014,1067,12,IN,295.251704,Var
SAFECO,10/2/2014,830.6,12,AL,229.8369872,Var
SAFECO,10/2/2014,832.4,12,MS,230.3350688,Var
SAFECO,10/2/2014,1040.4,6,OR,87.51631518,Var
SAFECO,10/2/2014,1891.1,12,MS,523.2900632,Var
SAFECO,10/2/2014,1192.4,12,TN,291.917406,Var
SAFECO,10/2/2014,571.6,12,OH,158.1685792,Var
SAFECO,10/2/2014,856.2,12,OH,236.9208144,Var
SAFECO,10/2/2014,1499.8,6,OH,374.4112718,Var
SAFECO,10/2/2014,1663.8,12,TN,407.323197,Var
SAFECO,10/2/2014,1251.46,12,NY,346.2939995,Var
SAFECO,10/2/2014,657.7,12,GA,161.800777,Var
SAFECO,10/2/2014,935.44,12,NY,229.0097436,Var
SAFECO,10/2/2014,853.62,12,NY,208.9789803,Var
SAFECO,10/2/2014,1452.84,12,NC,355.6770246,Var
SAFECO,10/2/2014,654,12,OH,160.10901,Var
SAFECO,10/2/2014,2257.5,12,MS,552.6698625,Var
SAFECO,10/2/2014,537.1,12,GA,28.009765,Var
SAFECO,10/2/2014,1684,12,OH,465.983008,Var
SAFECO,10/2/2014,1098.7,12,SC,268.9782405,Var
SAFECO,10/2/2014,1343.6,12,WA,371.7902432,Var
SAFECO,10/2/2014,1708.36,12,NY,418.2321534,Var
SAFECO,10/2/2014,1211,12,TX,335.098232,Var
SAFECO,10/2/2014,1748.7,12,TX,483.8862744,Var
SAFECO,10/2/2014,1577.2,12,TX,436.4301664,Var
SAFECO,10/2/2014,849.3,12,TX,235.0115016,Var
SAFECO,10/2/2014,3001.8,12,TX,830.6340816,Var
SAFECO,10/2/2014,581.9,12,TX,161.0187128,Var
SAFECO,10/2/2014,2322.7,12,TX,642.7189624,Var
SAFECO,10/2/2014,2385.7,12,TX,660.1518184,Var
SAFECO,10/2/2014,911.2,12,TX,252.1399744,Var
SAFECO,10/2/2014,1739.3,12,TX,481.2851816,Var
HARTFORD,10/3/2014,270,6,OH,76.8867606,Var
HARTFORD,10/3/2014,432,6,TX,123.018817,Var
HARTFORD,10/3/2014,758,6,TX,215.8524612,Var
HARTFORD,10/3/2014,471,6,MO,134.1246824,Var
HARTFORD,10/3/2014,1097,12,PA,282.6182817,Var
HARTFORD,10/3/2014,845,12,SC,217.6959417,Var
HARTFORD,10/3/2014,1552,12,KS,399.8391733,Var
HARTFORD,10/3/2014,500,12,MO,128.8141667,Var
HARTFORD,10/3/2014,889,6,OK,253.1567784,Var
HARTFORD,10/3/2014,1031,12,IN,265.6148117,Var
HARTFORD,10/3/2014,946,12,AL,243.7164033,Var
HARTFORD,10/3/2014,1268,12,WI,326.6727267,Var
HARTFORD,10/3/2014,682,12,GA,175.7025233,Var
HARTFORD,10/3/2014,695,6,PA,197.9122171,Var
HARTFORD,10/3/2014,322,6,SC,91.69458116,Var
HARTFORD,10/3/2014,1359,12,WV,350.116905,Var
HARTFORD,10/3/2014,994,12,PA,256.0825633,Var
HARTFORD,10/3/2014,361,6,GA,102.8004466,Var
HARTFORD,10/3/2014,835,12,MO,215.1196583,Var
HARTFORD,10/3/2014,726,12,PA,187.03817,Var
HARTFORD,10/3/2014,182,12,PA,26.299,Var
MERCURY,10/3/2014,1650,12,FL,284.63875,Var
MERCURY,10/3/2014,368,6,FL,101.22024,Var
MERCURY,10/3/2014,1669,12,FL,287.9164083,Var
MERCURY,10/3/2014,1144.69,12,FL,197.4685641,Var
MERCURY,10/3/2014,530,6,TX,145.77915,Var
MERCURY,10/3/2014,730,6,TX,200.79015,Var
21ST,10/3/2014,864,6,TX,220,Fixed
21ST,10/3/2014,280,6,OR,220,Fixed
21ST,10/3/2014,962,6,OR,220,Fixed
21ST,10/3/2014,499,6,OR,220,Fixed
21ST,10/3/2014,233.03,6,UT,220,Fixed
21ST,10/3/2014,325.47,6,UT,220,Fixed
21ST,10/3/2014,500,6,MO,220,Fixed
21ST,10/3/2014,425,6,OH,220,Fixed
21ST,10/3/2014,894,6,MO,220,Fixed
21ST,10/3/2014,361.31,6,TX,220,Fixed
21ST,10/3/2014,1041.3,6,CT,220,Fixed
21ST,10/3/2014,755,6,GA,220,Fixed
21ST,10/3/2014,628,6,GA,220,Fixed
21ST,10/3/2014,697,6,NM,220,Fixed
21ST,10/3/2014,472,6,GA,220,Fixed
21ST,10/3/2014,345,6,CT,220,Fixed
21ST,10/3/2014,525,6,OH,220,Fixed
21ST,10/3/2014,444,6,GA,220,Fixed
21ST,10/3/2014,170,6,PA,220,Fixed
21ST,10/3/2014,380.76,6,WA,220,Fixed
21ST,10/3/2014,386,6,TX,220,Fixed
21ST,10/3/2014,1155,6,PA,220,Fixed
21ST,10/3/2014,392,6,MO,220,Fixed
21ST,10/3/2014,784,6,CT,220,Fixed
21ST,10/3/2014,1084.19,6,GA,220,Fixed
21ST,10/3/2014,629,6,TX,220,Fixed
21ST,10/3/2014,474,6,CA,220,Fixed
21ST,10/3/2014,668.2,6,OH,220,Fixed
21ST,10/3/2014,334.57,6,PA,220,Fixed
21ST,10/3/2014,1340.56,6,NY,220,Fixed
21ST,10/3/2014,861,6,CA,220,Fixed
21ST,10/3/2014,730.79,6,VA,220,Fixed
21ST,10/3/2014,525,6,GA,220,Fixed
21ST,10/3/2014,453,6,TX,220,Fixed
21ST,10/3/2014,270.39,6,GA,220,Fixed
21ST,10/3/2014,402,6,TX,220,Fixed
21ST,10/3/2014,744.97,6,VA,220,Fixed
21ST,10/3/2014,841,6,GA,220,Fixed
21ST,10/3/2014,457.39,6,OH,220,Fixed
21ST,10/3/2014,380,6,TX,220,Fixed
21ST,10/3/2014,360,6,CA,220,Fixed
21ST,10/3/2014,1310,6,TX,220,Fixed
21ST,10/3/2014,750.59,6,OH,220,Fixed
21ST,10/3/2014,566,6,PA,220,Fixed
21ST,10/3/2014,845,6,CT,220,Fixed
21ST,10/3/2014,885.92,6,GA,220,Fixed
21ST,10/3/2014,955,6,GA,220,Fixed
21ST,10/3/2014,533,6,TX,220,Fixed
21ST,10/3/2014,741,6,PA,220,Fixed
21ST,10/3/2014,547.25,6,OH,220,Fixed
21ST,10/3/2014,486,6,GA,220,Fixed
21ST,10/3/2014,1414.8,6,GA,220,Fixed
MERCURY,10/3/2014,504,6,NY,138.62772,Var
MERCURY,10/3/2014,2073,6,NY,570.189015,Var
MERCURY,10/3/2014,670,6,NY,184.28685,Var
MERCURY,10/3/2014,683,6,NY,187.862565,Var
MERCURY,10/3/2014,638,6,NY,175.48509,Var
MERCURY,10/3/2014,1129,6,NY,310.537095,Var
MERCURY,10/3/2014,1201,6,NY,330.341055,Var
MERCURY,10/3/2014,833,6,NY,229.120815,Var
MERCURY,10/3/2014,1075,6,NY,295.684125,Var
MERCURY,10/3/2014,1051,12,VA,181.3062583,Var
MERCURY,10/3/2014,376,12,VA,64.86313333,Var
MERCURY,10/3/2014,3204,12,VA,552.7167,Var
MERCURY,10/3/2014,2677,12,VA,461.8048083,Var
MERCURY,10/3/2014,699,6,VA,192.263445,Var
MERCURY,10/3/2014,502,12,VA,86.59918333,Var
MERCURY,10/3/2014,147,6,VA,40.433085,Var
MERCURY,10/3/2014,3354,12,VA,578.59295,Var
MERCURY,10/3/2014,588,12,VA,101.4349,Var
MERCURY,10/3/2014,249,6,VA,68.488695,Var
MERCURY,10/3/2014,2600,12,AR,448.5216667,Var
DAIRYLAND,10/3/2014,1285,6,WI,108.0057406,Var
ESURANCE,10/3/2014,630,6,AR,475,Fixed
ESURANCE,10/3/2014,622,6,AR,325,Fixed
ESURANCE,10/3/2014,555,6,GA,325,Fixed
ESURANCE,10/3/2014,899,6,MS,475,Fixed
ESURANCE,10/3/2014,857,6,VA,475,Fixed
ESURANCE,10/3/2014,570,6,CO,475,Fixed
ESURANCE,10/3/2014,1367,6,GA,225,Fixed
ESURANCE,10/3/2014,445,6,SC,225,Fixed
ESURANCE,10/3/2014,981,6,TX,325,Fixed
PROGRESSIVE,10/3/2014,719,6,PA,186.632268,Var
PROGRESSIVE,10/3/2014,408.14,6,NC,131.3870289,Var
PROGRESSIVE,10/3/2014,664,6,PA,172.355808,Var
PROGRESSIVE,10/3/2014,560,6,PA,145.36032,Var
PROGRESSIVE,10/3/2014,460.27,6,KY,119.4732044,Var
PROGRESSIVE,10/3/2014,900.83,6,KY,233.8302448,Var
PROGRESSIVE,10/3/2014,327,6,PA,84.880044,Var
PROGRESSIVE,10/3/2014,1158,6,PA,372.7793881,Var
PROGRESSIVE,10/3/2014,1185,6,PA,211.641,Var
PROGRESSIVE,10/3/2014,1294,6,PA,416.5600416,Var
PROGRESSIVE,10/3/2014,527,6,PA,169.6500324,Var
PROGRESSIVE,10/3/2014,565,6,PA,181.8828621,Var
PROGRESSIVE,10/3/2014,127,6,PA,40.88340439,Var
PROGRESSIVE,10/3/2014,278,6,MS,111.4372118,Var
PROGRESSIVE,10/3/2014,1389,6,OK,556.7852059,Var
PROGRESSIVE,10/3/2014,1539,6,OR,399.481308,Var
PROGRESSIVE,10/3/2014,1048,6,WA,89.1848,Var
PROGRESSIVE,10/3/2014,1542,6,SC,496.3953509,Var
PROGRESSIVE,10/3/2014,227,6,TN,58.922844,Var
PROGRESSIVE,10/3/2014,467,6,TN,39.7417,Var
PROGRESSIVE,10/3/2014,507,6,MO,163.211701,Var
PROGRESSIVE,10/3/2014,275.66,6,OH,88.73952169,Var
PROGRESSIVE,10/3/2014,517,6,TN,207.2411458,Var
PROGRESSIVE,10/3/2014,804,6,MS,208.695888,Var
PROGRESSIVE,10/3/2014,547,6,OK,176.0883638,Var
PROGRESSIVE,10/3/2014,511,6,MO,132.641292,Var
PROGRESSIVE,10/3/2014,394,6,MS,157.9361923,Var
PROGRESSIVE,10/3/2014,156,6,OK,13.2756,Var
PROGRESSIVE,10/3/2014,1275,6,OH,511.087932,Var
PROGRESSIVE,10/3/2014,405,6,KS,105.12666,Var
PROGRESSIVE,10/3/2014,565,6,CT,48.0815,Var
PROGRESSIVE,10/3/2014,764,6,TN,245.9442595,Var
PROGRESSIVE,10/3/2014,273,6,NJ,87.88322361,Var
PROGRESSIVE,10/3/2014,241,6,OK,96.60564048,Var
PROGRESSIVE,10/3/2014,602,6,NJ,193.7937751,Var
PROGRESSIVE,10/3/2014,1053,6,SC,338.9781482,Var
PROGRESSIVE,10/3/2014,899,6,KS,289.4029964,Var
PROGRESSIVE,10/3/2014,242,6,MS,20.5942,Var
PROGRESSIVE,10/3/2014,333,6,OK,28.3383,Var
PROGRESSIVE,10/3/2014,497,6,AL,88.7642,Var
PROGRESSIVE,10/3/2014,971,6,MS,252.044412,Var
PROGRESSIVE,10/3/2014,371,6,TN,96.301212,Var
PROGRESSIVE,10/3/2014,493,6,CT,88.0498,Var
PROGRESSIVE,10/3/2014,579,6,OH,186.389694,Var
PROGRESSIVE,10/3/2014,610,6,CT,51.911,Var
PROGRESSIVE,10/3/2014,831,6,AR,148.4166,Var
PROGRESSIVE,10/3/2014,975,6,OK,253.0827,Var
PROGRESSIVE,10/3/2014,283,6,OH,24.0833,Var
PROGRESSIVE,10/3/2014,959,6,SC,81.6109,Var
PROGRESSIVE,10/3/2014,622,6,OH,249.3307402,Var
PROGRESSIVE,10/3/2014,701,6,MO,280.9981493,Var
PROGRESSIVE,10/3/2014,552,6,AR,177.6979466,Var
PROGRESSIVE,10/3/2014,345,6,AL,61.617,Var
PROGRESSIVE,10/3/2014,764,6,TN,198.313008,Var
PROGRESSIVE,10/3/2014,1030,6,MN,267.35916,Var
PROGRESSIVE,10/3/2014,159,6,OH,51.18473463,Var
PROGRESSIVE,10/3/2014,214,6,AL,18.2114,Var
PROGRESSIVE,10/3/2014,213,6,KS,68.56822941,Var
PROGRESSIVE,10/3/2014,617,6,MN,110.1962,Var
PROGRESSIVE,10/3/2014,519,6,MO,208.0428523,Var
PROGRESSIVE,10/3/2014,613,6,OH,197.3348574,Var
PROGRESSIVE,10/3/2014,1512,6,WV,128.6712,Var
PROGRESSIVE,10/3/2014,506,6,OH,43.0606,Var
PROGRESSIVE,10/3/2014,576.5,6,AZ,102.9629,Var
PROGRESSIVE,10/3/2014,462,6,OH,39.3162,Var
PROGRESSIVE,10/3/2014,1014.01,6,FL,406.4692345,Var
PROGRESSIVE,10/3/2014,527,6,WA,44.8477,Var
PROGRESSIVE,10/3/2014,426,6,OH,76.0836,Var
PROGRESSIVE,10/3/2014,323,6,MO,57.6878,Var
PROGRESSIVE,10/3/2014,748,6,MS,133.5928,Var
PROGRESSIVE,10/3/2014,237,6,OK,76.29422709,Var
PROGRESSIVE,10/3/2014,347,6,MS,61.9742,Var
PROGRESSIVE,10/3/2014,557,6,MN,99.4802,Var
PROGRESSIVE,10/3/2014,474,6,MN,84.6564,Var
PROGRESSIVE,10/3/2014,1696.5,6,MN,144.37215,Var
PROGRESSIVE,10/3/2014,741,6,OH,132.3426,Var
PROGRESSIVE,10/3/2014,842,6,WA,337.5184618,Var
PROGRESSIVE,10/3/2014,1255.11,6,FL,224.162646,Var
PROGRESSIVE,10/3/2014,548,6,AR,46.6348,Var
PROGRESSIVE,10/3/2014,548,6,AR,142.245456,Var
PROGRESSIVE,10/3/2014,990,6,TN,176.814,Var
PROGRESSIVE,10/3/2014,1343,6,AR,239.8598,Var
PROGRESSIVE,10/3/2014,758,6,WA,64.5058,Var
PROGRESSIVE,10/3/2014,1010,6,GA,180.386,Var
PROGRESSIVE,10/3/2014,806,6,WA,68.5906,Var
TRAVELERS,10/3/2014,809,12,CT,176.49953,Var
TRAVELERS,10/3/2014,1702,12,TX,371.32534,Var
TRAVELERS,10/3/2014,788,12,WI,171.91796,Var
TRAVELERS,10/3/2014,1062,12,OH,231.69654,Var
TRAVELERS,10/3/2014,834,12,OH,181.95378,Var
TRAVELERS,10/3/2014,1427,12,SC,311.32859,Var
TRAVELERS,10/3/2014,982,12,MN,214.24294,Var
TRAVELERS,10/3/2014,656,12,SC,143.11952,Var
TRAVELERS,10/3/2014,1972,12,NJ,430.23124,Var
TRAVELERS,10/3/2014,1307,12,CO,285.14819,Var
TRAVELERS,10/3/2014,782,6,PA,274.5344847,Var
TRAVELERS,10/3/2014,2062,12,CT,449.86654,Var
TRAVELERS,10/3/2014,996,12,TX,217.29732,Var
TRAVELERS,10/3/2014,3597,12,NJ,784.75749,Var
TRAVELERS,10/3/2014,998,12,TX,217.73366,Var
TRAVELERS,10/3/2014,2084,12,CO,454.66628,Var
TRAVELERS,10/3/2014,2181,12,TX,475.82877,Var
TRAVELERS,10/3/2014,1776,12,TX,387.46992,Var
TRAVELERS,10/3/2014,984,12,CO,214.67928,Var
TRAVELERS,10/3/2014,1286,12,CT,280.56662,Var
TRAVELERS,10/3/2014,937,12,OK,204.42529,Var
TRAVELERS,10/3/2014,853,12,MO,186.09901,Var
TRAVELERS,10/3/2014,1297,12,OH,282.96649,Var
TRAVELERS,10/3/2014,847,12,OH,184.78999,Var
TRAVELERS,10/3/2014,1153,12,MO,251.55001,Var
METLIFE,10/3/2014,890,12,OK,232.08975,Var
METLIFE,10/3/2014,951,12,MS,247.997025,Var
METLIFE,10/3/2014,1245,12,TX,324.664875,Var
ASI,10/3/2014,169,12,AZ,21.48076409,Var
FOREMOST,10/3/2014,635,12,NY,59.055,Var
FOREMOST,10/3/2014,695,6,NY,71.00676,Var
FOREMOST,10/3/2014,948,6,NY,96.855264,Var
FOREMOST,10/3/2014,922,6,NY,94.198896,Var
FOREMOST,10/3/2014,1237,6,CT,126.381816,Var
FOREMOST,10/3/2014,253,6,GA,25.848504,Var
FOREMOST,10/3/2014,816,6,GA,83.369088,Var
FOREMOST,10/3/2014,855,6,GA,87.35364,Var
FOREMOST,10/3/2014,802,6,NY,81.938736,Var
FOREMOST,10/3/2014,1148,6,CT,117.288864,Var
FOREMOST,10/3/2014,781,6,CT,79.793208,Var
FOREMOST,10/3/2014,1300,6,NY,132.8184,Var
FOREMOST,10/3/2014,749,6,CT,76.523832,Var
FOREMOST,10/3/2014,1104,6,GA,112.793472,Var
FOREMOST,10/3/2014,920,6,GA,93.99456,Var
FOREMOST,10/3/2014,699,6,GA,71.415432,Var
FOREMOST,10/3/2014,8307,6,NY,848.709576,Var
PLYMOUTH ROCK,10/3/2014,364,6,NJ,160.39296,Var
PLYMOUTH ROCK,10/3/2014,534,6,NJ,235.30176,Var
PLYMOUTH ROCK,10/3/2014,724,6,NJ,319.02336,Var
PLYMOUTH ROCK,10/3/2014,925,6,NJ,407.592,Var
PLYMOUTH ROCK,10/3/2014,1699,6,NJ,748.64736,Var
PLYMOUTH ROCK,10/3/2014,642,6,NJ,282.89088,Var
PLYMOUTH ROCK,10/3/2014,481,6,NJ,211.94784,Var
PLYMOUTH ROCK,10/3/2014,480,6,NJ,211.5072,Var
PLYMOUTH ROCK,10/3/2014,1391,6,NJ,612.93024,Var
PLYMOUTH ROCK,10/3/2014,1083,6,NJ,477.21312,Var
PLYMOUTH ROCK,10/3/2014,1089,6,NJ,479.85696,Var
PLYMOUTH ROCK,10/3/2014,574,6,NJ,252.92736,Var
PLYMOUTH ROCK,10/3/2014,514,6,NJ,226.48896,Var
PLYMOUTH ROCK,10/3/2014,745,6,NJ,328.2768,Var
PLYMOUTH ROCK,10/3/2014,556,6,NJ,244.99584,Var
PLYMOUTH ROCK,10/3/2014,890,6,NJ,392.1696,Var
PLYMOUTH ROCK,10/3/2014,1775,6,NJ,782.136,Var
PLYMOUTH ROCK,10/3/2014,1802,6,NJ,794.03328,Var
PLYMOUTH ROCK,10/3/2014,1227,6,NJ,540.66528,Var
THE GENERAL,10/3/2014,628,12,OH,51.45832,Var
THE GENERAL,10/3/2014,1550,12,OH,127.007,Var
THE GENERAL,10/3/2014,379,12,OH,31.05526,Var
THE GENERAL,10/3/2014,572,12,OH,46.86968,Var
THE GENERAL,10/3/2014,403,12,OH,33.02182,Var
ASI,10/3/2014,378,12,OH,48.04573269,Var
SAFECO,10/3/2014,175,12,IN,28.87064578,Var
SAFECO,10/3/2014,1028,12,CO,304.6461716,Var
SAFECO,10/3/2014,617,12,OH,182.8469727,Var
SAFECO,10/3/2014,152,12,OR,25.07621805,Var
SAFECO,10/3/2014,679,12,WA,201.2205744,Var
SAFECO,10/3/2014,685,12,TN,202.9986649,Var
THE GENERAL,10/3/2014,1528,12,TN,125.20432,Var
MERCURY,10/3/2014,1037,6,TX,285.232035,Var
THE GENERAL,10/3/2014,1010,12,SC,82.7594,Var
THE GENERAL,10/3/2014,1160,12,SC,95.0504,Var
THE GENERAL,10/3/2014,432,6,TX,44.94306816,Var
MERCURY,10/3/2014,322,6,TX,88.56771,Var
MERCURY,10/3/2014,670,6,TX,184.28685,Var
MERCURY,10/3/2014,439,6,TX,120.749145,Var
MERCURY,10/3/2014,461,6,TX,126.800355,Var
MERCURY,10/3/2014,343,6,TX,94.343865,Var
MERCURY,10/3/2014,2248,6,TX,618.32364,Var
MERCURY,10/3/2014,779,6,TX,214.267845,Var
MERCURY,10/3/2014,814,6,TX,223.89477,Var
MERCURY,10/3/2014,398,6,TX,109.47189,Var
MERCURY,10/3/2014,518,6,TX,142.47849,Var
MERCURY,10/3/2014,796,6,TX,218.94378,Var
MERCURY,10/3/2014,809,6,TX,222.519495,Var
MERCURY,10/3/2014,234,6,TX,64.36287,Var
MERCURY,10/3/2014,807,6,TX,221.969385,Var
MERCURY,10/3/2014,516,6,TX,141.92838,Var
MERCURY,10/3/2014,1132,6,TX,311.36226,Var
MERCURY,10/3/2014,546,6,TX,150.18003,Var
MERCURY,10/3/2014,338,6,TX,92.96859,Var
MERCURY,10/3/2014,967.22,6,TX,266.0386971,Var
MERCURY,10/3/2014,488,6,TX,134.22684,Var
MERCURY,10/3/2014,1225,6,TX,336.942375,Var
MERCURY,10/3/2014,816,6,TX,224.44488,Var
MERCURY,10/3/2014,347,6,TX,95.444085,Var
MERCURY,10/3/2014,832,6,TX,228.84576,Var
MERCURY,10/3/2014,848,6,TX,233.24664,Var
MERCURY,10/3/2014,779,6,TX,214.267845,Var
MERCURY,10/3/2014,255,6,TX,70.139025,Var
MERCURY,10/3/2014,1210,6,TX,332.81655,Var
MERCURY,10/3/2014,357,6,TX,98.194635,Var
MERCURY,10/3/2014,513,6,TX,141.103215,Var
MERCURY,10/3/2014,318,6,TX,87.46749,Var
MERCURY,10/3/2014,344,6,TX,94.61892,Var
MERCURY,10/3/2014,344,6,TX,94.61892,Var
MERCURY,10/3/2014,428,6,TX,117.72354,Var
MERCURY,10/3/2014,881,6,TX,242.323455,Var
MERCURY,10/3/2014,400,6,TX,110.022,Var
MERCURY,10/3/2014,903,6,TX,248.374665,Var
MERCURY,10/3/2014,829,6,TX,228.020595,Var
MERCURY,10/3/2014,681,6,TX,187.312455,Var
MERCURY,10/3/2014,351,6,TX,96.544305,Var
MERCURY,10/3/2014,1544,6,TX,424.68492,Var
MERCURY,10/3/2014,261,6,TX,71.789355,Var
MERCURY,10/3/2014,503,12,TX,86.77169167,Var
MERCURY,10/3/2014,1033,6,TX,284.131815,Var
MERCURY,10/3/2014,287,6,TX,78.940785,Var
MERCURY,10/3/2014,304,6,TX,83.61672,Var
THE GENERAL,10/3/2014,1293,12,VA,105.94842,Var
SAFECO,10/3/2014,759,12,MN,210.024408,Var
SAFECO,10/3/2014,1642.7,12,SC,454.5548024,Var
SAFECO,10/3/2014,1197.8,12,TN,331.4456336,Var
SAFECO,10/3/2014,753.6,12,CT,185.393136,Var
SAFECO,10/3/2014,719.5,12,OH,199.094284,Var
SAFECO,10/3/2014,1128.7,12,OH,276.3226905,Var
SAFECO,10/3/2014,1197.1,12,AL,293.0680365,Var
SAFECO,10/3/2014,1548.3,12,GA,333.7747725,Var
